Chủ đề	câu 1	câu 2	điểm
Kinh Doanh	tôi lao_vào tiếp_cận học_hỏi hầu_hết các loại_hình khảo_sát lúc ấy công_nghiệp hàng_tiêu_dùng thói_quen tiêu_xài sở_thích xem truyền_hình ...	tôi lao_vào hỏi hầu_hết các loại_hình khảo_sát lúc ấy công_nghiệp hàng tiêu_dùng	3
Văn Học	bữa được người_ta cho thì ăn no thở không nổi bữa thèm một tô cơm với nước_tương cũng không có	anh đi anh nhớ_quê nhà nhớ canh rau_muống nhớ cà_dầm tương	0
Kinh Doanh	đêm tôi mò ra chợ đón xe_hàng về tranh nhau mót củ su củ_cải bán kiếm tiền	tranh nhau mót củ su củ_cải bán kiếm tiền trong đêm	3
Đời Sống	tôi xin mẹ tôi cho một lời_khuyên và sau đây tôi xin chuyển tới bà những suy_nghĩ của mẹ tôi và cũng là của tôi	tôi muốn chuyển lời_khuyên của mẹ mình và cũng là của tôi cho bà nghe	2
Đời Sống	tôi không dám_chắc mình có phải là người sáng_suốt hay không nhưng tôi sẽ cố hết_sức thành_thật nhất	tôi luôn là người thành_thật nhất	2
Chiến Tranh	khi rời hà_nội để dấn_thân vào những trận_chiến ác_liệt miền_nam thùy chưa biết chiến_tranh là thế_nào	khi từ bắc vào nam thuỳ chưa biết chiến_tranh là thế_nào	2
Giáo Dục	chị đã học được những điều mà tất_cả chúng_ta đều cần phải học	chị đã học được điều mà tất_cả chúng_ta đều cần phải học	4
Giáo Dục	cho đến lúc_này tôi là người đã đọc đi đọc lại cuốn nhật_ký nhiều hơn ai hết	tôi là người_đọc đi đọc lại cuốn nhật_ký này nhiều_hơn ai hết cho đến nay	4
Đời Sống	nhưng đôi lúc nhịp sống quá nhanh khiến chúng_tôi bỏ_qua không nhìn_thấy tình_yêu của một người mẹ	đôi_khi chúng_ta không nhìn_thấy tình_yêu của một người mẹ vì cuộc_sống bận_rộn	3
Du Lịch	chị ấy lấy đâu ra khả_năng cảm_thụ về cái đẹp	chị ấy lấy đâu ra khả_năng cảm_thụ về cái đẹp	4
Đời Sống	tôi nghĩ mình đồng_ý_với ý_kiến của mẹ tôi và tôi hi_vọng bà cũng sẽ nhìn thấy điều đó	tôi hi_vọng bà ấy nhận_ra chúng_tôi cùng quan_điểm	3
Đời Sống	không_thể để hình_ảnh của mình lộ_diện bất_cứ tình_huống nào	tôi cần bí_mật hình_ảnh của chính mình vì công_việc	3
Văn Học	có một giai_thoại đồng_quê cậu_bé nhìn dòng suối trước nhà và hỏi cha suối chảy về đâu thưa cha	tôi biết đó chưa phải là tất_cả tôi tin còn rất nhiều người giỏi người_tài đâu_đó những vùng miền khác_nhau mà các bạn chưa tìm ra	0
Đời Sống	tôi biết đó chưa phải là tất_cả tôi tin còn rất nhiều người giỏi người_tài đâu_đó những vùng miền khác_nhau mà các bạn chưa tìm ra	núi cao còn_có núi cao_hơn tôi biết vẫn_còn rất nhiều người tài_giỏi	2
Kinh Doanh	chúng_tôi đi làm_thuê thật nhưng chưa bao_giờ thấy mình hèn mà chỉ thấy mình chưa đủ mạnh để có_thể lèo_lái một con thuyền lớn	anh làm_thuê với mức_lương rất cao nhưng cái được nhiều_nhất chính là kinh_nghiệm là kiến_thức và là lời_giải cho câu_hỏi vì_sao người_ta lớn đến thế	1
Kinh Doanh	anh làm_thuê với mức_lương rất cao nhưng cái được nhiều_nhất chính là kinh_nghiệm là kiến_thức và là lời_giải cho câu_hỏi vì_sao người_ta lớn đến thế	làm_thuê để tích_luỹ kinh_nghiệm kiến_thức cho bản_thân	1
Kinh Doanh	nhưng hơn một_năm nay chúng_tôi chưa_có kế_hoạch tuyển người	công_ty của chúng_tôi chưa_có kế_hoạch tuyển người trong năm nay	3
Giáo Dục	tai_nạn đã khiến cô dở_dang con_đường nghề_nghiệp sau khi tốt_nghiệp lớp trung_cấp bưu_điện và chờ quyết_định đi_làm và cũng dở_dang cả lớp bồi_dưỡng cảm_tình đảng	chị đã học được những điều mà tất_cả chúng_ta đều cần phải học	0
Chiến Tranh	cuộc_chiến_tranh quá khốc_liệt sự_hi_sinh diễn_ra từng ngày từng giờ	cuộc_chiến_tranh quá khốc_liệt sự_hi_sinh diễn_ra từng ngày từng giờ	4
Chiến Tranh	có một điều chắc_chắn là chị tôi hi_sinh trong tư_thế đương_đầu với giặc	tôi chắc_chắn rằng chị tôi hi_sinh trong tư_thế ngẩng cao đầu	4
Chiến Tranh	người_lính nọ kể cho fred nghe một trận_đánh lạ_lùng mà anh ta đã tham_dự	fred được_nghe kể về một trận đánh	3
Chiến Tranh	đó là một trận_đánh không_cân_sức giữa 120 lính mỹ với một người phụ_nữ	một trận_đánh giữa người phụ_nữ và 120 tên lính mỹ	4
Chiến Tranh	anh ta tả lại_người con_gái nhỏ_nhắn với chiếc túi vải_bạt trên người trong đựng vài quyển sổ nhỏ có vẽ những sơ_đồ vết_thương và phác_đồ điều_trị	trên người cô_gái có vài quyển sổ nhỏ có vẽ những sơ_đồ vết_thương và phác_đồ điều_trị	3
Chiến Tranh	tôi đang ngồi chờ một trận_đánh cùng_một đơn_vị lính mỹ	tôi đang ngồi chờ một trận đánh cùng đơn_vị	3
Chiến Tranh	ngồi bên_cạnh tôi là một người_lính và chúng_tôi nói_với nhau về những trận_đánh đã từng tham_dự	chúng_tôi kể cho nhau nghe về những trận đánh	3
Chiến Tranh	ngay_lập_tức có một người nổ_súng vào họ	ngay_lập_tức có một người nổ_súng vào họ	4
Chiến Tranh	khi đến_được nơi người kia nằm toán lính mỹ nhận_thấy người đó đang bảo_vệ các bệnh_nhân trong một bệnh_viện	tôi đã mang điều này trong lòng quá lâu và tôi vẫn đang đi tìm câu trả_lời	0
Chiến Tranh	trong chiến_tranh nhiệm_vụ của tôi là kiểm_tra tất_cả các giấy_tờ tài_liệu bắt được của đối_phương	nhiệm_vụ của tôi là kiểm_tra các giấy_tờ tài_liệu của đối_phương	4
Đời Sống	tôi đã mang điều này trong lòng quá lâu và tôi vẫn đang đi tìm câu trả_lời	tôi đã suy_nghĩ điều này quá lâu và đang đi tìm câu trả_lời	3
Chiến Tranh	trận_đánh mà người_lính nọ tả lại cho tôi đúng là điều đã xảy ra	anh ấy tả lại cho tôi đúng là điều đã xảy ra	2
Chiến Tranh	dẫu_sao nó cũng chưa từng phải nếm_vị mặn của chiến_tranh	cô_gái ấy chưa từng biết chiến_tranh là như thế_nào	1
Chiến Tranh	nó chưa từng biết đến cảm_giác nát tim khi nhìn_thấy những người_lính ngã xuống trên trận_địa	dẫu_sao nó cũng chưa từng phải nếm_vị mặn của chiến_tranh	1
Đời Sống	một người mẹ nhất_thiết phải được_biết về cuộc_đời và những suy_nghĩ của con_gái mình	một người mẹ nhất_thiết phải được_biết về cuộc_đời và những suy_nghĩ của con_gái mình	4
Đời Sống	những lúc không hành_nghề luật_sư hay khoa_học tôi trở_thành một người làm_vườn	những lúc rảnh_rỗi tôi là một người làm_vườn	2
Đời Sống	nhiều hộ nghĩ_ra cách năm_ba người góp tiền để một hộ xây nhà trước_sau đó những hộ này góp lại cho người khác xây	nhiều người phải góp_chung tiền để xây nhà	1
Đời Sống	khó_khăn thật nhiều nhưng chẳng ai kêu khó	không ai dám kêu khó mặc_dù rất khó_khăn	2
Đời Sống	sau_chiến_tranh đi_từ đầu đến cuối làng nhà nào cũng chỉ dùng thân_cây dương bắt_chéo rồi gác thêm một cây nữa làm đòn dông lợp tranh lên	nhà nào cũng dùng thân_cây dương bắt_chéo rồi gác thêm một cây nữa làm đòn dông lợp tranh lên	2
Chiến Tranh	sau một trận chống_càn ngoài_rìa làng tin_dữ bay về ba hi_sinh	sau trận_đánh ba đã hi_sinh	3
Đời Sống	có một người con_gái tuổi 20	có một nữ thiếu niêm	3
Đời Sống	có cái gì mong_đợi tha_thiết trong lòng	những trang nhật_ký cuối_cùng	0
Giáo Dục	những trang nhật_ký cuối_cùng	những trang nhật_ký cuối_cùng	4
Đời Sống	sao mấy bữa rày trong tâm_tư mình nặng_trĩu nhớ_thương đêm_đêm mình mơ thấy miền bắc	đêm_đêm mình mơ về_nhà tâm_tư mình nặng_trĩu nhớ_thương	3
Đời Sống	mong những người về bổ_sung cho bệnh_xá để có_thể đảm_đương_nhiệm_vụ nặng_nề trong những ngày tới	và niềm mong_ước lớn_lao nhất_là hòa bình độc_lập để mình lại trở_về sống trọn trong lòng mẹ	0
Đời Sống	và niềm mong_ước lớn_lao nhất_là hòa bình độc_lập để mình lại trở_về sống trọn trong lòng mẹ	hoà_bình độc_lập mình lại trở_về sống trong vòng_tay của gia_đình	2
Chiến Tranh	không_gian êm_ả nếu không_có tiếng máy_bay thô_bạo xé_nát bầu_trời thì không_có gì khác đâu ngoài tiếng suối rì_rào chảy	tiếng tàu_bay thô_bạo xé_nát cả bầu trởi	2
Chiến Tranh	sau trận bom mọi_người nhận_định điểm này đã bị lộ vội lập_tức triển_khai tìm điểm khác làm nhà để chuyển đi	mọi_người triển_khai tìm điểm khác làm nhà để chuyển_đi sau trận bom	3
Đời Sống	trong_nhà lênh_láng nước đứa nào đứa nấy ướt_sũng luôn tay hứng mưa dột và đổ nước ra ngoài	nước tràn cả vào nhà ai_nấy đều ướt_sũng	2
Chiến Tranh	mấy thương_binh ngồi co_ro ướt lướt_thướt	mấy thương_binh ngồi co_ro ướt lướt_thướt	4
Đời Sống	nhìn những cảnh đó mình cười mà nước_mắt chực trào ra trên mi	nhìn những cảnh như vậy mình không_thể cầm được nước_mắt	3
Đời Sống	chắc nhiều người biết nhưng cũng không ai biết cho tường_tận	để biết_được tường_tận thì ít ai biết được	3
Đời Sống	sinh_tử không_thể_nào mà ghi hết mà có_lẽ cũng không_nên nói_hết để làm gì	sinh_tử không_thể biết_trước được điều gì	0
Đời Sống	những lá_thư mình viết cũng không bao_giờ kể hết với những người_thân_yêu về tất_cả nỗi_khổ mình đã trải qua	mình không_thể kể hết với những người_thân_yêu về tất_cả nỗi_khổ mình trải qua	4
Chiến Tranh	ước_mong của em chỉ là hòa bình trở_lại để em được về với má em	ước_mong của em chỉ là hòa bình trở_lại để em được về với gia_đình	4
Chiến Tranh	chúng_mình đang sống trong những ngày căng_thẳng tột_bậc	những ngày căng_thẳng tột_bậc vẫn còn tiếp_diễn	3
Chiến Tranh	nghe tiếng máy_bay quần trên_đầu mình thấy thần_kinh căng_thẳng như một sợi dây_đàn lên hết cỡ	nghe tiếng máy_bay mình thấy hoảng_sợ	3
Đời Sống	vậy đó lửa thử vàng gian_nan thử sức	vàng thật không sợ thử_lửa	1
Du Lịch	ôi miền_bắc xa_xôi bao_giờ ta trở_lại	ôi miền_bắc xa_xôi bao_giờ ta trở_lại	4
Chiến Tranh	nếu địch sục vào đây chắc không_có cách nào khác hơn là bỏ chạy	giờ chỉ biết bỏ_chạy nếu địch xông vào đây	4
Đời Sống	niên năm nay 19 tuổi em công_tác đội an_ninh thị_trấn	niên công_tác đội an_ninh thị_trấn	4
Du Lịch	rừng chiều im_lặng một_cách dễ sợ	rừng im_lặng một_cách dễ sợ	4
Đời Sống	bất_giác mình quên_đi tất_cả quên cái không_khí nặng_nề đang đè_nặng trên mình suốt mấy ngày_nay	không_khí nặng_nề đang đè_nặng trên mình suốt mấy ngày_nay	2
Đời Sống	mình không rời vị_trí_quan_sát một phút nào nhưng đầu_óc mình lại là những cảnh của ngày đoàn_tụ sum_họp	trong đầu luôn hiện lên cảnh gia_đình đang sum_vầy tụ_họp	3
Đời Sống	ôi cuộc_sống đổi bằng máu xương tuổi_trẻ của bao_nhiêu người	cuộc_sống đổi bằng máu xương tuổi_trẻ của bao người	4
Đời Sống	hôm_nay gạo chỉ còn ăn một bữa chiều nữa là hết	hôm_nay gạo không còn đủ để ăn	2
Giáo Dục	đó là những dòng_chữ cuối_cùng của chị thùy_trâm	những dòng_chữ cuối_cùng của đặng thuỳ trâm	3
Giáo Dục	câu_chuyện về cuộc_chiến_đấu cuối_cùng của người nữ bác_sĩ trong niềm_tin của một cựu_chiến_binh mỹ	câu_chuyện về cuộc_chiến cuối_cùng của nữ bác_sĩ	3
Giáo Dục	số_báo ngày_mai sẽ kể với bạn một câu_chuyện khác	câu_chuyện về cuộc_chiến cuối_cùng của nữ bác_sĩ	0
Đời Sống	bao_nhiêu kỷ_niệm lần_lượt hiện_ra trong óc mình	bao_nhiêu kỉ_niệm lần_lượt hiện ra trước_mắt	4
Đời Sống	hôm_nay trở_lại nhìn những nền nhà sụp_đổ ngổn_ngang thân_cây cháy lòng mình tràn_ngập xót_thương	nhà cháy lòng mình tràn_ngập xót_thương	2
Chiến Tranh	nhiệm_vụ của ta là phải đấu_tranh cho lẽ_phải	nhiệm_vụ của ta là phải đấu_tranh cho chính_nghĩa	4
Chiến Tranh	tiếng súng chiến_thắng đang nổ_giòn khắp chiến_trường nam_bắc	chiến_trường nam_bắc đang ngập_tràn tiếng súng	3
Sức Khoẻ	tôi liên_hệ bệnh_viện không được nên ra cửa_hàng thuê một bình để nhà cho tiện nhưng không_yên_tâm vì chẳng biết họ bơm oxy chất_lượng thế_nào	lần đầu_tiên ngồi_máy_bay trực_thăng nên tôi có_cảm_giác bồn_chồn lạ lắm	0
Đời Sống	chẳng tốn bao_nhiêu mà ai cũng thấy nhẹ_nhõm người	ai cũng nhẹ_nhõm người mặc_dù chẳng tốn là bao	4
Đời Sống	chúng_tôi làm_quen_với nhau rất nhanh vì khăm xúc có bốn năm_học vn nên nói tiếng việt khá sõi	anh ấy có năm_học việt_nam nên nói tiếng việt khá tốt	3
Du Lịch	lần đầu_tiên ngồi_máy_bay trực_thăng nên tôi có_cảm_giác bồn_chồn lạ lắm	lần đầu_tiên ngồi_máy_bay trực_thăng nên tôi có cảm_giác hơi sợ	3
Du Lịch	xung_quanh sân_bay là một hệ_thống hầm ngầm xuyên vào núi đá	xung_quanh sân_bay là hệ_thống hầm ngầm	3
Chiến Tranh	tựa người vào chiếc xe_đạp vuốt vội mồ_hôi chảy ròng trên mặt anh kể ba cha con đã cùng đến trường suốt chín năm nay	suốt_năm ba cha con anh ấy chiến_trường	3
Đời Sống	sau hòa bình tui về quê lập gia_đình vào năm 1985	tôi lập gia_đình vào năm 1985	2
Sức Khoẻ	vợ_chồng anh đã cố nuôi con với hi_vọng một ngày sẽ chữa được cho con lành_lặn	vợ_chồng anh đã cố nuôi con với hi_vọng một ngày sẽ chữa được cho con lành_lặn	4
Giáo Dục	thương con anh cố gạt nước_mắt đưa con đến trường	anh cố gạt nước_mắt đưa con tới trường vì thương con	4
Sức Khoẻ	dung kể về người bạn da_cam của mình	dung kể về một người bạn nhiễm chất_độc màu_da_cam	3
Đời Sống	nhìn cảnh này tôi mới cảm_nhận được một hạnh_phúc mặn_chát	tôi cảm_nhận được hạnh_phúc khi thấy cảnh này	3
Đời Sống	không_biết cái khát_vọng ấy có trở_thành hiện_thực không	không_biết cái khát_vọng ấy có trở_thành hiện_thực không	4
Giáo Dục	nhìn con buồn vì không được đi học nên tui lại cố	tôi phải cố vì không_muốn con phải buồn vì không được tới lớp	3
Chiến Tranh	linh_tính cho_biết có điềm chẳng lành nên tôi triển_khai cho anh_em cẩn_thận dò mìn để mở tuyến	cảm_giác bất_an nên tôi triển_khai cho anh_em cẩn_thận dò mìn để mở tuyến	3
Chiến Tranh	nếu sai hẹn chúng sẽ huy_động lực_lượng xuống đốt cháy cả bản	chúng sẽ đốt_cháy cả làng nếu chúng_ta sai hẹn	3
Chiến Tranh	lính thả dây xuống tôi lại bám đá bám dây bò lên	lính thả dây xuống tôi lại bám đá bám dây bò lên	4
Đời Sống	đến một ngã_tư đoàn xe_tải dừng_lại trước những kho chứa_đầy hàng mây_tre đan	kho chứa_đầy hàng mây_tre đan	3
Đời Sống	nhiều gia_đình vừa thu_hoạch xong đã phải đi vay mua gạo chịu vì trước_đó đã bán lúa non	nhiều gia_đình vừa thu_hoạch xong đã phải đi vay gạo về ăn	3
Đời Sống	không_khí đan hàng rộn rịp trong từng gia_đình nhưng không ai cảm_nhận cái nắng_nóng rát da người	mọi_người bận_rộn đến_nỗi không ai cảm_nhận được_cái nắng_nóng rát da người	2
Kinh Doanh	nghe_đâu có thế_mạnh về mặt_hàng này là ông tìm đến	trở_về ông bắt_đầu tổ_chức cho những người trong gia_đình làm	0
Kinh Doanh	trở_về ông bắt_đầu tổ_chức cho những người trong gia_đình làm	ông tạo công_ăn_việc_làm cho từng người trong gia_đình	2
Kinh Doanh	họ bắt_đầu say_mê công_việc	họ bắt_đầu tập_trung_vào làm nhiệm_vụ của mình	3
